name,state,vin,year,vehicle,model,engine,transmission,drivetrain,cab,bed,color,interior,base_msrp,total_msrp,availability_date,total_packages,packages,dealerId,url,regionId,lat,long
Culver City Toyota,CA,JTEAAAAH7RJ172413,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black SofTex® [softex],39280,41514.0,,5,"50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], Special Color, Quick Charging Cable Package[installed_msrp], Preferred Accessory Package w/ All-Weather Floor Liners[installed_msrp]",4772,https://www.culvercitytoyota.com,11,34.025498,-118.39131
Culver City Toyota,CA,JTEAAAAH7RJ173397,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,45115.0,,4,"Quick Charging Cable Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Special Color",4772,https://www.culvercitytoyota.com,11,34.025498,-118.39131
Culver City Toyota,CA,JTEAAAAH5RJ176475,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Boulder SofTex® [softex],43215,46813.0,,5,"Quick Charging Cable Package[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof",4772,https://www.culvercitytoyota.com,11,34.025498,-118.39131
Manhattan Beach Toyota,CA,JTEAAAAH9RJ166158,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black SofTex® [softex],39280,42424.0,,9,"Door Edge Guards[installed_msrp], Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions, Roof Rack Cross Bars[installed_msrp], Special Color, First Aid Kit w/ PPE[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]",4508,https://www.manhattanbeachtoyota.com,11,33.889706,-118.395578
Toyota of Glendale,CA,JTEAAAAH7RJ171276,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,45675.0,,5,"Special Color, Carpet Mat Package[installed_msrp], 50 State Emissions, Roof Rack Cross Bars[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]",4649,https://www.toyotaofglendale.com,11,34.130207,-118.254733
Toyota of Glendale,CA,JTEAAAAH0RJ175525,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,46114.0,,6,"Venza Owner's Manual Portfolio[installed_msrp], Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Special Color, Roof Rack Cross Bars[installed_msrp], 50 State Emissions, Carpet Mat Package[installed_msrp]",4649,https://www.toyotaofglendale.com,11,34.130207,-118.254733
Toyota of Glendale,CA,JTEAAAAH0RJ175296,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black Softex® [softex],43215,46769.0,,5,"Carpet Mat Package[installed_msrp], 50 State Emissions, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Venza Owner's Manual Portfolio[installed_msrp]",4649,https://www.toyotaofglendale.com,11,34.130207,-118.254733
AutoNation Toyota Cerritos,CA,JTEAAAAH9RJ178133,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Black,Black SofTex® [softex],39280,41139.0,,3,"Door Edge Guards[installed_msrp], Carpet Mat Package[installed_msrp], 50 State Emissions",4636,https://www.autonationtoyotacerritos.com,11,33.861891,-118.099421
AutoNation Toyota Cerritos,CA,JTEAAAAH9RJ173708,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,44039.0,,7,"Carpet Mat Package[installed_msrp], Nightshade Edition, Integrated Dashcam[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Special Color",4636,https://www.autonationtoyotacerritos.com,11,33.861891,-118.099421
Marina Del Rey Toyota,CA,JTEAAAAH9RJ178021,2024,venza,le,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Black,Black Fabric,35070,36929.0,,3,"Door Edge Guards[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]",4315,https://www.marinadelreytoyota.com,11,33.983406,-118.441489
Marina Del Rey Toyota,CA,JTEAAAAH9RJ175328,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Black,Black SofTex® [softex],39280,42068.0,,9,"Roof Rack Cross Bars[installed_msrp], First Aid Kit w/ PPE[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp]",4315,https://www.marinadelreytoyota.com,11,33.983406,-118.441489
Marina Del Rey Toyota,CA,JTEAAAAH0RJ173855,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black SofTex® [softex],39280,42493.0,,10,"All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Roof Rack Cross Bars[installed_msrp], First Aid Kit w/ PPE[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], Special Color, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Quick Charging Cable Package[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions",4315,https://www.marinadelreytoyota.com,11,33.983406,-118.441489
Marina Del Rey Toyota,CA,JTEAAAAH2RJ174781,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl,Black SofTex® [softex],40405,44273.0,,11,"Special Color, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Quick Charging Cable Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Nightshade Edition, Venza Owner's Manual Portfolio[installed_msrp], First Aid Kit w/ PPE[installed_msrp], Door Edge Guards[installed_msrp], Star Gaze™ Fixed Panoramic Roof, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]",4315,https://www.marinadelreytoyota.com,11,33.983406,-118.441489
Marina Del Rey Toyota,CA,JTEAAAAH6RJ173519,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,44273.0,,11,"Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Special Color, 50 State Emissions, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], Door Edge Guards[installed_msrp], Star Gaze™ Fixed Panoramic Roof, First Aid Kit w/ PPE[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], Nightshade Edition",4315,https://www.marinadelreytoyota.com,11,33.983406,-118.441489
Marina Del Rey Toyota,CA,JTEAAAAHXRJ164838,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,44513.0,,11,"50 State Emissions, Nightshade Edition, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], First Aid Kit w/ PPE[installed_msrp], Alloy Wheel Locks[installed_msrp], Door Edge Guards[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Carpet Mat Package[installed_msrp], Special Color",4315,https://www.marinadelreytoyota.com,11,33.983406,-118.441489
Cabe Toyota Long Beach,CA,JTEAAAAH7RJ164604,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black SofTex® [softex],39280,41139.0,,3,"All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp]",4033,https://www.cabetoyota.com,11,33.809038,-118.189678
Cabe Toyota Long Beach,CA,JTEAAAAH2RJ177518,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl,Black SofTex® [softex],40405,43664.0,,5,"Star Gaze™ Fixed Panoramic Roof, Door Edge Guards[installed_msrp], 50 State Emissions, Nightshade Edition, All-Weather Floor Liner Package[installed_msrp]",4033,https://www.cabetoyota.com,11,33.809038,-118.189678
Cabe Toyota Long Beach,CA,JTEAAAAH1RJ177087,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,45355.0,,4,"Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Special Color, All-Weather Floor Liner Package[installed_msrp]",4033,https://www.cabetoyota.com,11,33.809038,-118.189678
West Coast Toyota of Long Beach,CA,JTEAAAAH3RJ178158,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Boulder SofTex® [softex],39280,41150.0,,4,"50 State Emissions, Carpet Mat Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], Door Edge Guards[installed_msrp]",4726,https://www.westcoasttoyotalb.com,11,33.804587,-118.152444
West Coast Toyota of Long Beach,CA,JTEAAAAH5RJ178792,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Black/Java SofTex® [softex],39280,41644.0,,6,"Door Edge Guards[installed_msrp], 50 State Emissions, Carpet Mat Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], Special Color, Quick Charging Cable Package[installed_msrp]",4726,https://www.westcoasttoyotalb.com,11,33.804587,-118.152444
West Coast Toyota of Long Beach,CA,JTEAAAAH5RJ176119,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Boulder SofTex® [softex],43215,46554.0,,6,"50 State Emissions, Quick Charging Cable Package[installed_msrp], Door Edge Guards[installed_msrp], Carpet Mat Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Venza Owner's Manual Portfolio[installed_msrp]",4726,https://www.westcoasttoyotalb.com,11,33.804587,-118.152444
West Coast Toyota of Long Beach,CA,JTEAAAAH0RJ176982,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Black/Java SofTex® [softex],43215,46968.0,,6,"Star Gaze™ Fixed Panoramic Roof, 50 State Emissions, Special Color, Quick Charging Cable Package[installed_msrp], Carpet Mat Package[installed_msrp], Door Edge Guards[installed_msrp]",4726,https://www.westcoasttoyotalb.com,11,33.804587,-118.152444
DCH Toyota of Torrance,CA,JTEAAAAH6RJ179773,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,42109.0,,5,"All-Weather Floor Liner Package[installed_msrp], Black Roof Rail, Nightshade Edition, Special Color, 50 State Emissions",4748,https://www.torrancetoyota.com,11,33.795652,-118.337747
Longo Toyota,CA,JTEAAAAH7RJ165753,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Black SofTex® [softex],39280,42018.0,,7,"Special Color, All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Quick Charging Cable Package[installed_msrp], Door Edge Guards[installed_msrp], Roof Rack Cross Bars[installed_msrp], 50 State Emissions",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAH6RJ164139,2024,venza,XLE,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Black SofTex® [softex],39280,42457.0,,8,"All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], Alloy Wheel Locks[installed_msrp], Roof Rack Cross Bars[installed_msrp], Door Edge Guards[installed_msrp], Special Color, 50 State Emissions, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp]",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAH1RJ174125,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,43664.0,,6,"50 State Emissions, Special Color, Nightshade Edition, Door Edge Guards[installed_msrp], Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp]",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAH2RJ175302,2024,venza,XN,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black,Black SofTex® [softex],40405,43729.0,,7,"Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Nightshade Edition, 50 State Emissions, Star Gaze™ Fixed Panoramic Roof, Special Color, Alloy Wheel Locks[installed_msrp]",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAH5RJ173284,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,45819.0,,5,"Roof Rack Cross Bars[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], 50 State Emissions",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAH0RJ174147,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,45819.0,,5,"Door Edge Guards[installed_msrp], Special Color, Roof Rack Cross Bars[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAHXRJ171904,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,45819.0,,5,"Roof Rack Cross Bars[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Special Color, Door Edge Guards[installed_msrp], 50 State Emissions",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAH9RJ173742,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,45819.0,,5,"Roof Rack Cross Bars[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Special Color, Door Edge Guards[installed_msrp]",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAH1RJ171256,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Wind Chill Pearl [extra_cost_color],Black Softex® [softex],43215,45819.0,,5,"Special Color, All-Weather Floor Liner Package[installed_msrp], Roof Rack Cross Bars[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp]",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAH4RJ169758,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Celestial Black [extra_cost_color],Black Softex® [softex],43215,45819.0,,5,"All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Special Color, 50 State Emissions, Roof Rack Cross Bars[installed_msrp]",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAH7RJ171925,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Blueprint,Black Softex® [softex],43215,46474.0,,4,"Door Edge Guards[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp]",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAH6RJ172984,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Coastal Gray Metallic,Black Softex® [softex],43215,46474.0,,4,"Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp]",4136,https://www.longotoyota.com,11,34.069226,-118.023705
Longo Toyota,CA,JTEAAAAH2RJ174215,2024,venza,limited,2.5L 4-Cyl. Hybrid Engine,Electronically controlled Continuously Variable Transmission (ECVT),All-Wheel Drive,,,Ruby Flare Pearl [extra_cost_color],Black Softex® [softex],43215,46899.0,,5,"Special Color, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Star Gaze™ Fixed Panoramic Roof",4136,https://www.longotoyota.com,11,34.069226,-118.023705
